level,region,province,name,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
municipality,CAR,Benguet,Kapangan,333259,29224,304035,144482,145120,-2741,-3378,42762,-2817,39945
municipality,CAR,Benguet,Kibungan,335359,32889,302470,157562,148308,-2674,6579,58928,8718,67645
municipality,CAR,Benguet,La Trinidad,2600912,266223,2334690,739246,535358,-38533,165354,1098133,54207,1152340
municipality,CAR,Benguet,Mankayan,625681,64657,561024,237883,182026,-6866,48991,168521,45064,213585
municipality,CAR,Benguet,Sablan,229229,34589,194640,118218,101655,-2028,14535,93114,-2512,90602
municipality,CAR,Benguet,Tuba,1286193,115055,1171138,314582,316600,-11021,-13039,215909,-38828,177081
municipality,CAR,Benguet,Tublay,278265,70843,207422,130278,113681,-2601,13996,79795,15268,95063
municipality,CAR,Ifugao,Aguinaldo,827389,255688,571702,207214,183857,-12081,11275,240327,-53925,186402
municipality,CAR,Ifugao,Alfonso Lista,631172,136529,494644,292709,278799,-2066,11845,128914,-4045,124869
municipality,CAR,Ifugao,Asipulo,294214,51109,243105,135290,120738,-15356,-804,12600,-1502,11098
municipality,CAR,Ifugao,Banaue,864460,122768,741691,156045,187435,-2630,-34020,66971,66065,133036
municipality,CAR,Ifugao,Hingyon,264260,25534,238726,89868,86726,-866,2276,62991,-16776,46215
municipality,CAR,Ifugao,Hungduan,233686,62815,170871,170373,157867,1778,14284,65100,26822,91922
municipality,CAR,Ifugao,Kiangan,360615,90935,269680,149237,119695,-31923,-2381,106286,11492,117778
municipality,CAR,Ifugao,Lagawe,321691,59205,262486,166126,157246,-2473,6407,46781,-11871,34910
municipality,CAR,Ifugao,Lamut,416413,42113,374300,173286,159881,17409,30814,101493,-17668,83825
municipality,CAR,Ifugao,Mayoyao,536810,79374,457436,184189,138734,-4856,40599,119437,20191,139628
municipality,CAR,Ifugao,Tinoc,645836,101045,544792,157957,145571,-404,11983,121991,-10428,111564
municipality,CAR,Kalinga,Balbalan,761767,209830,551937,224620,172004,21397,74013,177606,56665,234271
municipality,CAR,Kalinga,Lubuagan,496633,140299,356335,131316,102851,-2537,25928,155816,42142,197958
municipality,CAR,Kalinga,Pasil,301989,174107,127882,122704,116709,-534,5461,36567,5829,42396
municipality,CAR,Kalinga,Pinukpuk,1147865,96948,1050917,320747,202640,8519,126626,518333,9177,527509
municipality,CAR,Kalinga,Rizal,594526,57389,537137,163466,179927,-2900,-19360,26358,-2090,24268
municipality,CAR,Kalinga,Tanudan,423866,81067,342800,147540,132321,-8255,6964,32554,5900,38454
municipality,CAR,Kalinga,Tinglayan,273403,80155,193248,153637,141524,-7907,4206,68382,36419,104801
municipality,CAR,Mt. Province,Barlig,301695,27810,273886,120111,109023,-2540,8547,41109,-1512,39597
municipality,CAR,Mt. Province,Bauko,283073,185163,97909,176218,168494,-7750,-26,86062,-34248,51814
municipality,CAR,Mt. Province,Besao,465241,145611,319630,107919,100064,-6590,1265,54941,72519,127460
municipality,CAR,Mt. Province,Bontoc,455248,114073,341174,236934,217400,-5405,14129,124791,-14395,110396
municipality,CAR,Mt. Province,Natonin,222020,110303,111717,137293,134660,-3395,-762,32051,14201,46251
municipality,CAR,Mt. Province,Paracelis,765206,442103,323103,269008,284557,19070,3521,175543,160417,335960
municipality,CAR,Mt. Province,Sabangan,443884,182588,261296,109827,111309,-4785,-6268,37455,22436,59890
municipality,CAR,Mt. Province,Sadanga,335333,35380,299953,92008,93089,-2859,-3940,121309,-39304,82004
municipality,CAR,Mt. Province,Sagada,383470,148101,235369,119360,105658,-2947,10755,124348,-21067,103281
municipality,CAR,Mt. Province,Tadian,346720,231260,115460,141519,133728,-2980,4811,75440,116880,192320
municipality,Region I,Ilocos Norte,Adams,335374,26798,308575,142390,104977,-4284,33129,59365,38544,97908
municipality,Region I,Ilocos Norte,Bacarra,468701,185743,282958,254813,196210,6961,65564,110248,32557,142805
municipality,Region I,Ilocos Norte,Badoc,1207649,142577,1065072,552936,328860,-22831,201246,278240,124768,403008
municipality,Region I,Ilocos Norte,Bangui,589584,81905,507679,214440,150472,-3892,60076,156288,28251,184539
municipality,Region I,Ilocos Norte,Banna,1308074,165392,1142682,446107,153901,-3111,289095,490586,240387,730973
municipality,Region I,Ilocos Norte,Burgos,984286,357063,627224,227151,161566,-9601,55984,442056,65459,507515
municipality,Region I,Ilocos Norte,Carasi,261829,33753,228075,122525,90507,-3634,28384,95704,26365,122069
municipality,Region I,Ilocos Norte,Currimao,669762,178947,490815,327828,161399,-21944,144485,207227,95378,302605
municipality,Region I,Ilocos Norte,Dingras,1296263,313990,982272,383634,210379,-12522,160733,239089,57335,296424
municipality,Region I,Ilocos Norte,Dumalneg,391710,40024,351686,129443,83033,-1617,44793,114841,38622,153464
municipality,Region I,Ilocos Norte,Marcos,1000945,183575,817370,365136,206765,3284,161655,226720,101374,328093
municipality,Region I,Ilocos Norte,Nueva Era,1253251,177547,1075704,337635,170918,-2286,164430,220998,23563,244561
municipality,Region I,Ilocos Norte,Pagudpud,743175,228484,514691,277623,226456,-1653,49513,356874,-92233,264641
municipality,Region I,Ilocos Norte,Paoay,783120,108756,674364,206971,152797,-3652,50522,282337,80600,362937
municipality,Region I,Ilocos Norte,Pasuquin,947759,335036,612723,268056,216486,-4084,47486,134315,84718,219033
municipality,Region I,Ilocos Norte,Piddig,1224939,134132,1090807,483836,198019,-491,285326,239176,243690,482866
municipality,Region I,Ilocos Norte,Pinili,2532730,185019,2347711,1056548,221667,363,835244,473635,555610,1029245
municipality,Region I,Ilocos Norte,San Nicolas,1294630,283815,1010815,358850,339194,-5827,13829,286701,36215,322916
municipality,Region I,Ilocos Norte,Sarrat,760394,53083,707311,219994,152711,-5178,62105,171390,13731,185121
municipality,Region I,Ilocos Norte,Solsona,570330,93984,476347,239509,192634,-1285,45590,193592,8730,202322
municipality,Region I,Ilocos Norte,Vintar,990467,131654,858813,407793,272272,-16826,118696,414588,-158226,256363
municipality,Region I,Ilocos Sur,Alilem,972244,69406,902838,309011,142515,-2031,164465,297071,45017,342089
municipality,Region I,Ilocos Sur,Banayoyo,2210604,121926,2088678,451811,103232,-2913,345667,300646,169914,470559
municipality,Region I,Ilocos Sur,Bantay,987578,95626,891952,344832,291287,3261,56807,65230,59947,125177
municipality,Region I,Ilocos Sur,Burgos,2507032,104970,2402061,942902,358329,-2546,582028,509001,343896,852897
municipality,Region I,Ilocos Sur,Cabugao,4115369,854388,3260981,1451360,585432,7600,873528,436661,565723,1002384
municipality,Region I,Ilocos Sur,Caoayan,830045,100367,729678,276282,140306,-1130,134845,60391,46348,106740
municipality,Region I,Ilocos Sur,Cervantes,1102416,45413,1057003,293997,136122,1953,159828,34298,74640,108938
municipality,Region I,Ilocos Sur,G. Del Pilar,1406627,54626,1352001,331001,157397,3635,177239,332990,47133,380123
municipality,Region I,Ilocos Sur,Galimuyod,1266444,91539,1174905,625115,617836,-1342,5937,340475,248020,588495
municipality,Region I,Ilocos Sur,Lidlidda,1386012,34793,1351218,474699,116975,-1113,356610,108754,165928,274682
municipality,Region I,Ilocos Sur,Magsingal,4353464,178046,4175418,1506412,302833,-3540,1200039,172138,697687,869825
municipality,Region I,Ilocos Sur,Nagbukel,1588021,24165,1563856,366096,169776,-1439,194881,470859,-42531,428328
municipality,Region I,Ilocos Sur,Narvacan,4472902,1293067,3179834,682762,203872,-4538,474352,673077,422149,1095226
municipality,Region I,Ilocos Sur,Quirino,1325100,97158,1227942,335174,197987,-2356,134831,159401,45846,205246
municipality,Region I,Ilocos Sur,Salcedo,2742938,233797,2509141,666167,305396,-2568,358203,1559977,202004,1761982
municipality,Region I,Ilocos Sur,San Emilio,2677123,104518,2572605,542287,199588,-2472,340226,494648,208177,702825
municipality,Region I,Ilocos Sur,San Esteban,1996702,93872,1902830,487276,126032,-2036,359208,207210,135193,342402
municipality,Region I,Ilocos Sur,San Ildefonso,711059,31394,679665,242342,155911,3438,89868,98888,62548,161436
municipality,Region I,Ilocos Sur,San Juan,3150492,176901,2973591,1124910,107760,30,1017180,710811,483140,1193951
municipality,Region I,Ilocos Sur,San Vicente,531117,27257,503860,222387,110995,206,111597,10176,52539,62715
municipality,Region I,Ilocos Sur,Santa,987642,26834,960808,251027,128712,-2291,120023,65410,71574,136983
municipality,Region I,Ilocos Sur,Santiago,2538311,47295,2491016,624810,161731,-923,462156,276558,69306,345864
municipality,Region I,Ilocos Sur,Sigay,1719570,79889,1639681,298183,97034,-1805,199345,213875,88233,302108
municipality,Region I,Ilocos Sur,Sinait,3316613,388933,2927680,1221580,457936,-2534,761109,1519755,689898,2209653
municipality,Region I,Ilocos Sur,Sta. Catalina,625114,57249,567864,219305,119432,-18727,81145,170107,64703,234811
municipality,Region I,Ilocos Sur,Sta. Cruz,4167818,173161,3994657,948724,224241,-2731,721752,589419,171746,761165
municipality,Region I,Ilocos Sur,Sta. Lucia,2729226,641288,2087938,853076,308661,-3316,541099,679224,314388,993612
municipality,Region I,Ilocos Sur,Sta. Maria,3302097,347042,2955055,663250,231192,-4414,427644,564230,282413,846644
municipality,Region I,Ilocos Sur,Sto. Domingo,1288915,47014,1241901,371522,233282,3904,142144,78240,93674,171914
municipality,Region I,Ilocos Sur,Sugpon,916791,166569,750222,223680,87395,-1365,134920,262768,60329,323097
municipality,Region I,Ilocos Sur,Suyo,754816,53428,701388,295307,160632,-1929,132746,99455,94502,193956
municipality,Region I,Ilocos Sur,Tagudin,1368630,100844,1267786,458462,309104,5471,154829,307037,72405,379442
municipality,Region I,La Union,Agoo,2169895,289023,1880873,463136,379771,-2884,80481,190551,120946,311497
municipality,Region I,La Union,Aringay,1031253,151365,879888,300788,221766,-2606,76416,160171,43083,203254
municipality,Region I,La Union,Bacnotan,2039889,403932,1635956,390279,298562,-3457,88260,479462,137895,617357
municipality,Region I,La Union,Baguilin,663423,141751,521673,150618,139064,8648,20202,56845,25764,82608
municipality,Region I,La Union,Balaoan,3595475,259297,3336177,1303649,354325,-3780,945544,1178183,665634,1843817
municipality,Region I,La Union,Bangar,1107476,263098,844378,266094,240477,6184,31801,212369,-35655,176714
municipality,Region I,La Union,Bauang,1920195,430212,1489983,466165,420388,29641,75417,396288,33551,429840
municipality,Region I,La Union,Burgos,438799,15295,423505,133491,110461,58124,81154,84869,-29997,54872
municipality,Region I,La Union,Caba,646709,95959,550750,175749,143964,-3525,28259,68511,22479,90990
municipality,Region I,La Union,Luna,534195,43918,490278,220635,210258,23937,34314,73283,10978,84262
municipality,Region I,La Union,Naguilian,1334110,209242,1124868,320929,244666,38239,114502,182616,32308,214924
municipality,Region I,La Union,Pugo,698953,97326,601627,162477,124445,-823,37208,149252,1959,151211
municipality,Region I,La Union,Rosario,924126,162593,761533,378456,303346,-5792,69318,279847,22112,301959
municipality,Region I,La Union,San Gabriel,577781,57646,520135,176442,150420,5529,31552,139357,16472,155828
municipality,Region I,La Union,San Juan,1175194,120062,1055132,350665,273638,5055,82083,313895,29745,343640
municipality,Region I,La Union,Santo Tomas,1234439,94726,1139713,248830,183970,13642,78502,488192,8585,496777
municipality,Region I,La Union,Santol,1024150,69069,955080,296281,111396,24600,209484,88993,51708,140702
municipality,Region I,La Union,Sudipen,954298,131951,822347,461638,193423,6203,274418,158309,40361,198669
municipality,Region I,La Union,Tubao,436347,49847,386500,155516,120692,8870,43693,64493,34626,99119
municipality,Region I,Pangasinan,Agno,436732,48347,388386,183264,162083,-3813,17368,96918,12273,109191
municipality,Region I,Pangasinan,Aguilar,671893,105626,566267,227720,248966,-5382,-26628,86926,53081,140006
municipality,Region I,Pangasinan,Alcala,798117,68636,729481,334943,238983,-11600,84360,112520,49126,161646
municipality,Region I,Pangasinan,Anda,734587,52204,682383,231561,179608,-3287,48666,151588,5802,157390
municipality,Region I,Pangasinan,Asingan,781515,227516,553999,239757,220076,-5271,14410,106117,75233,181350
municipality,Region I,Pangasinan,Balungao,874358,38938,835420,235937,174360,-2347,59229,155405,-2500,152905
municipality,Region I,Pangasinan,Bani,843256,149142,694114,250938,246598,-1085,3255,52458,32828,85286
municipality,Region I,Pangasinan,Basista,244474,34322,210152,161351,139316,-3854,18181,24068,961,25029
municipality,Region I,Pangasinan,Bautista,300599,38908,261691,156928,132361,-8513,16054,78587,-9283,69304
municipality,Region I,Pangasinan,Bayambang,2125059,490278,1634781,545299,536576,-8822,-99,246733,52632,299365
municipality,Region I,Pangasinan,Binalonan,1692938,382676,1310262,532543,289622,-8721,234200,688206,-62724,625482
municipality,Region I,Pangasinan,Binmaley,1176288,177047,999241,328496,249163,,79333,246096,42463,288559
municipality,Region I,Pangasinan,Bolinao,1939112,316943,1622168,653318,423832,-7974,221512,437215,54647,491862
municipality,Region I,Pangasinan,Bugallon,587195,188519,398676,320585,266329,-5091,49166,119237,34449,153685
municipality,Region I,Pangasinan,Burgos,359459,60635,298823,161013,142379,-6241,12393,21398,17451,38849
municipality,Region I,Pangasinan,Calasiao,971251,215182,756069,439150,377519,-1850,59781,90445,-7495,82950
municipality,Region I,Pangasinan,Dasol,624995,64581,560414,188960,168827,-4486,15647,121108,3614,124721
municipality,Region I,Pangasinan,Infanta,566466,128447,438019,223427,195864,-3877,23687,77166,-24165,53001
municipality,Region I,Pangasinan,Labrador,411181,36028,375153,150906,129770,-3448,17687,69612,-17933,51679
municipality,Region I,Pangasinan,Laoac,629473,37524,591949,195553,167617,-4471,23464,43989,20340,64329
municipality,Region I,Pangasinan,Lingayen,1104338,42865,1061473,447319,457768,8510,-1939,140170,-51023,89147
municipality,Region I,Pangasinan,Mabini,547186,39542,507644,200231,190326,10010,19914,85290,-5957,79332
municipality,Region I,Pangasinan,Malasiqui,1140655,327454,813201,509283,453901,-8132,47250,175596,-35338,140258
municipality,Region I,Pangasinan,Manaoag,742806,130296,612510,291899,280062,4051,15888,123816,25708,149524
municipality,Region I,Pangasinan,Mangaldan,1183731,247984,935747,430561,410617,-13534,6411,224320,8720,233040
municipality,Region I,Pangasinan,Mangatarem,1225089,160918,1064171,351727,318835,5301,38193,227508,60082,287590
municipality,Region I,Pangasinan,Mapandan,555420,110739,444681,173759,175903,-7672,-9815,40762,-3736,37026
municipality,Region I,Pangasinan,Natividad,532465,57451,475014,157790,113924,-3394,40472,61888,15239,77127
municipality,Region I,Pangasinan,Pozorrubio,1241865,105076,1136789,347478,274681,-9821,62976,277193,25382,302575
municipality,Region I,Pangasinan,Rosales,1678915,289986,1388929,347480,314205,-19826,13450,157608,177534,335141
municipality,Region I,Pangasinan,San Fabian,1157779,166012,991767,371160,324642,-5697,40822,78427,33591,112018
municipality,Region I,Pangasinan,San Jacinto,711114,51023,660091,209352,152681,-3573,53098,124235,1907,126143
municipality,Region I,Pangasinan,San Manuel,676531,119708,556823,333104,282677,-4755,45672,64709,62125,126834
municipality,Region I,Pangasinan,San Nicolas,395294,107383,287911,233314,209358,-18439,5517,82904,-6429,76476
municipality,Region I,Pangasinan,San Quintin,334564,86645,247918,175216,184179,-3695,-12658,83425,27592,111017
municipality,Region I,Pangasinan,Sison,1170720,221087,949633,289391,218630,-13695,57065,180034,76428,256462
municipality,Region I,Pangasinan,Sta. Barbara,1379053,250461,1128591,432556,355007,-7329,70221,97447,27767,125214
municipality,Region I,Pangasinan,Sta. Maria,595906,214413,381494,169334,174348,-3602,-8617,73843,65774,139617
municipality,Region I,Pangasinan,Sto. Tomas,312323,32130,280193,100695,94148,906,7453,66551,-3303,63248
municipality,Region I,Pangasinan,Sual,3079828,1285868,1793960,578737,515818,-14935,47983,199060,5199,204259
municipality,Region I,Pangasinan,Tayug,521610,81413,440197,227327,195458,-566,31303,158322,25279,183601
municipality,Region I,Pangasinan,Umingan,558089,153427,404662,326084,312121,-10558,3404,79917,3403,83320
municipality,Region I,Pangasinan,Urbiztondo,799256,355423,443833,237506,229279,-3803,4424,49315,-2584,46731
municipality,Region I,Pangasinan,Villasis,1248746,106075,1142670,407881,261072,-15067,131742,248826,38462,287288
municipality,Region II,Batanes,Basco,346746,93329,253417,108853,109672,-8571,-9391,158488,-10107,148381
municipality,Region II,Batanes,Itbayat,199476,106244,93233,85708,66018,3747,23437,111974,-18584,93390
municipality,Region II,Batanes,Ivana,121780,23757,98023,61916,63055,4247,3108,28104,900,29004
municipality,Region II,Batanes,Mahatao,152547,55284,97263,61818,63825,292,-1714,68830,-8235,60595
municipality,Region II,Batanes,Sabtang,183250,75082,108168,69060,58963,1636,11734,56288,-1850,54438
municipality,Region II,Batanes,Uyugan,141557,43140,98417,60263,61374,14186,13075,42355,-3266,39089
municipality,Region II,Cagayan,Abulug,685693,193912,491781,187364,169479,-232,17653,49501,56317,105819
municipality,Region II,Cagayan,Alcala,574937,45472,529465,224744,199203,-1808,23734,72338,18241,90578
municipality,Region II,Cagayan,Allacapan,708215,132296,575919,232465,228453,-1359,2653,72827,16559,89386
municipality,Region II,Cagayan,Amulung,820695,86514,734181,256735,250478,-12845,-6588,304435,-55340,249095
municipality,Region II,Cagayan,Aparri,1233026,285971,947055,333635,311682,-11701,10251,309338,-39997,269341
municipality,Region II,Cagayan,Baggao,1543432,305883,1237550,536390,488469,-30083,17838,530844,-11718,519126
municipality,Region II,Cagayan,Ballesteros,404836,70218,334618,171782,164368,-5768,1645,117530,-5468,112062
